43408877,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Call Center Internal,4/3/2017,4/6/2017,1,1749.00
43408982,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,4/3/2017,4/6/2017,1,728.99
43408983,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,4/3/2017,4/6/2017,1,299.00
43409087,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,4/3/2017,4/6/2017,1,1049.00
43409087,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,4/3/2017,4/6/2017,0,159.00
43409195,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49741 SUNDN120MX101TIC,Call Center Internal,4/3/2017,4/6/2017,1,2199.00
43409195,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49741 SUNDN120MX101TIC,Call Center Internal,4/3/2017,4/6/2017,0,159.00
43409195,Bowflex Max Trainer,Treadclimber,Short Form,CAM49741 SUNDN120MX101TIC,Call Center Internal,4/3/2017,4/6/2017,0,.00
43409195,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49741 SUNDN120MX101TIC,Call Center Internal,4/3/2017,4/6/2017,0,139.00
43409201,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,4/3/2017,4/6/2017,1,2349.00
43409418,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,4/3/2017,4/6/2017,1,1599.00
43409518,Bowflex Brand,Treadclimber,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,4/3/2017,4/6/2017,1,1749.00
43409518,Bowflex Brand,Treadclimber,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,4/3/2017,4/6/2017,0,199.00
43409518,Bowflex Brand,Treadclimber,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,4/3/2017,4/6/2017,0,249.00
