Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Catalog,Online Display,CAM47251 DODCTOEDL2,Web,7/25/2016,7/31/2016,0,58.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Home Gyms,Online Display,CAM47251 DODCTOEDL2,Web,7/25/2016,7/31/2016,0,17.98
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM47251 DODCTOEDL2,Web,7/25/2016,7/31/2016,4,6655.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Display,CAM47251 DODCTOEDL2,Web,7/25/2016,7/31/2016,1,687.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex UpperCut,Online Display,CAM47251 DODCTOEDL2,Web,7/25/2016,7/31/2016,0,14.95
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Display,CAM47251 DODCTOEDL2,Web,7/25/2016,7/31/2016,0,70.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM49249 DODEXLEDL1,Web,7/25/2016,7/31/2016,1,2199.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Display,CAM49249 DODEXLEDL1,Web,7/25/2016,7/31/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,7/25/2016,7/31/2016,2,2098.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,7/25/2016,7/31/2016,1,2029.10
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,7/25/2016,7/31/2016,6,9853.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,7/25/2016,7/31/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44436 dosg2esl2,Call Center Internal,7/25/2016,7/31/2016,1,1599.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44429 dosbiesl1,Web,7/25/2016,7/31/2016,5,9004.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Search,CAM44429 dosbiesl1,Web,7/25/2016,7/31/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44497 dosg2esl1,Web,7/25/2016,7/31/2016,4,4746.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45729 DOSG2ESL6,Web,7/25/2016,7/31/2016,1,1599.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45730 DOSG2ESL7,Web,7/25/2016,7/31/2016,4,6855.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Search,CAM45730 DOSG2ESL7,Web,7/25/2016,7/31/2016,0,108.99
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45731 DOSBIESL6,Web,7/25/2016,7/31/2016,1,1049.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM45732 DOSBIESL7,Web,7/25/2016,7/31/2016,1,1749.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47150 DOSG2ESL9,Web,7/25/2016,7/31/2016,3,6024.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Search,CAM47150 DOSG2ESL9,Web,7/25/2016,7/31/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM47152 DOSBIESL8,Web,7/25/2016,7/31/2016,1,1049.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM48984 DOSG2ESL11,Web,7/25/2016,7/31/2016,1,2199.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Search,CAM48984 DOSG2ESL11,Web,7/25/2016,7/31/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM45043 SAWDOFG2E,Call Center Internal,7/25/2016,7/31/2016,1,1599.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44887 dofg2efeed1,Web,7/25/2016,7/31/2016,20,29473.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44887 dofg2efeed1,Web,7/25/2016,7/31/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Home Gyms,Online Shopping,CAM44948 dofbiefeed1,Web,7/25/2016,7/31/2016,0,16.98
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Shopping,CAM44948 dofbiefeed1,Web,7/25/2016,7/31/2016,6,10161.21
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Shopping,CAM44948 dofbiefeed1,Web,7/25/2016,7/31/2016,0,108.99
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48200 SAWDOXFBESCODE,Call Center Internal,7/25/2016,7/31/2016,1,2199.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Social,CAM48200 SAWDOXFBESCODE,Call Center Internal,7/25/2016,7/31/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Social,CAM48202 DOXFBESCODE002,Web,7/25/2016,7/31/2016,2,3116.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Social,CAM48202 DOXFBESCODE002,Web,7/25/2016,7/31/2016,0,108.99
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49353 PURSN120HAM7*TIC,Call Center Internal,7/25/2016,7/31/2016,1,1599.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49471 AMC*N120J14FSTIC,Call Center Internal,7/25/2016,7/31/2016,1,1599.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Short Form,CAM49349 FOXNN120HAM7*TIC,Third Party Call Center - Evolve,7/25/2016,7/31/2016,1,1749.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Short Form,CAM49349 FOXNN120HAM7*TIC,Third Party Call Center - Evolve,7/25/2016,7/31/2016,0,108.99
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,7/25/2016,7/31/2016,2,3357.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,7/25/2016,7/31/2016,0,99.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Search,CAM37741 dosbidsl9,Web,7/25/2016,7/31/2016,1,549.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Bowflex Home Gyms,Online Shopping,CAM32061 dofg2dfeed1,Web,7/25/2016,7/31/2016,0,399.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Online Shopping,CAM32061 dofg2dfeed1,Web,7/25/2016,7/31/2016,1,687.00
Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Bowflex Selecttech Dumbbells,Un-Sourced,CAM40819 1800SELECTTECH,Call Center Internal,7/25/2016,7/31/2016,1,688.00
Treadclimber,Treadclimber,Bowflex Home Gyms,Electronic - Short Form,CAM36104 SAWSF11E,Call Center Internal,7/25/2016,7/31/2016,0,313.99
Treadclimber,Treadclimber,Bowflex Max Trainer,Electronic - Short Form,CAM49542 DSETSF16C,Call Center Internal,7/25/2016,7/31/2016,1,2199.00
Treadclimber,Treadclimber,Treadclimber,Electronic - Short Form,CAM49542 DSETSF16C,Call Center Internal,7/25/2016,7/31/2016,0,.00
Treadclimber,Treadclimber,Bowflex Max Trainer,Online Display,CAM47235 SAWDODCTOT,Call Center Internal,7/25/2016,7/31/2016,1,1599.00
Treadclimber,Treadclimber,Treadclimber,Online Display,CAM47254 DODCTOTDL1,Web,7/25/2016,7/31/2016,2,4058.20
Treadclimber,Treadclimber,Bowflex Max Trainer,Online Search,CAM49424 DOSG2T,Call Center Internal,7/25/2016,7/31/2016,1,2199.00
Treadclimber,Treadclimber,Treadclimber,Online Search,CAM49424 DOSG2T,Call Center Internal,7/25/2016,7/31/2016,0,.00
Treadclimber,Treadclimber,Treadclimber,Online Search,CAM36194 dosg2tsl1,Web,7/25/2016,7/31/2016,1,2969.10
Treadclimber,Treadclimber,Treadclimber,Online Search,CAM37440 dosg2tsl21,Web,7/25/2016,7/31/2016,5,13449.38
Treadclimber,Treadclimber,Treadclimber,Online Social,CAM48186 DOXFBTSCODE003,Web,7/25/2016,7/31/2016,1,2029.10
Treadclimber,Treadclimber,Treadclimber,Un-Sourced,CAM40825 1800TREADCLIMBER,Call Center Internal,7/25/2016,7/31/2016,1,3332.09
Bowflex Brand,Bowflex Brand,- None -,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,8/1/2016,8/1/2016,0,.00
Bowflex Brand,Bowflex Brand,Bowflex Catalog,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,8/1/2016,8/1/2016,0,49.99
Bowflex Brand,Bowflex Brand,Bowflex Home Gyms,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,8/1/2016,8/1/2016,0,84.97
Bowflex Brand,Bowflex Brand,Bowflex Max Trainer,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,8/1/2016,8/1/2016,8,13843.42
Bowflex Brand,Bowflex Brand,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,8/1/2016,8/1/2016,0,123.50
Bowflex Brand,Bowflex Brand,Treadclimber,Electronic - UnSourced,CAM49450 BOWWEB800,Call Center Internal,8/1/2016,8/1/2016,2,4347.67
Bowflex Brand,Bowflex Home Gyms,Bowflex Catalog,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,8/1/2016,8/1/2016,0,251.99
Bowflex Brand,Bowflex Home Gyms,Bowflex Home Gyms,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,8/1/2016,8/1/2016,1,1662.91
Bowflex Brand,Bowflex Home Gyms,Bowflex Max Trainer,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,8/1/2016,8/1/2016,27,47917.00
Bowflex Brand,Bowflex Home Gyms,Bowflex Selecttech Dumbbells,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,8/1/2016,8/1/2016,6,3690.96
Bowflex Brand,Bowflex Home Gyms,Bowflex UpperCut,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,8/1/2016,8/1/2016,0,14.95
Bowflex Brand,Bowflex Home Gyms,Treadclimber,Electronic - UnSourced,CAM16616 DEGBFBHG,Web,8/1/2016,8/1/2016,6,14948.54
Bowflex Home Gyms,Bowflex Home Gyms,Bowflex Home Gyms,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,8/1/2016,8/1/2016,0,421.58
Bowflex Home Gyms,Bowflex Home Gyms,Bowflex Max Trainer,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,8/1/2016,8/1/2016,2,3798.00
Bowflex Home Gyms,Bowflex Home Gyms,Bowflex Selecttech Dumbbells,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,8/1/2016,8/1/2016,2,1436.00
Bowflex Home Gyms,Bowflex Home Gyms,Treadclimber,Online Search,CAM30796 SAWDOSG2G,Call Center Internal,8/1/2016,8/1/2016,1,3083.09
Bowflex Home Gyms,Bowflex Home Gyms,Bowflex Home Gyms,Online Search,CAM30755 dosg2gsl1,Web,8/1/2016,8/1/2016,1,1399.00
Bowflex Home Gyms,Bowflex Home Gyms,Bowflex Revolution,Online Search,CAM30755 dosg2gsl1,Web,8/1/2016,8/1/2016,1,3198.99
Bowflex Brand,Bowflex Home Gyms,Bowflex Max Trainer,Online Search,CAM31081 dosg2gl1,Web,8/1/2016,8/1/2016,8,13860.00
Bowflex Brand,Bowflex Home Gyms,Bowflex Selecttech Dumbbells,Online Search,CAM31081 dosg2gl1,Web,8/1/2016,8/1/2016,3,2120.97
Bowflex Brand,Bowflex Home Gyms,Treadclimber,Online Search,CAM31081 dosg2gl1,Web,8/1/2016,8/1/2016,0,37.96
Bowflex Brand,Bowflex Home Gyms,Bowflex Home Gyms,Online Search,CAM39441 dosbigl1,Web,8/1/2016,8/1/2016,1,2325.97
Bowflex Brand,Bowflex Home Gyms,Bowflex Max Trainer,Online Search,CAM39441 dosbigl1,Web,8/1/2016,8/1/2016,4,8064.00
Bowflex Brand,Bowflex Home Gyms,Treadclimber,Online Search,CAM39441 dosbigl1,Web,8/1/2016,8/1/2016,2,5893.42
Bowflex Home Gyms,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,8/1/2016,8/1/2016,8,14350.30
Bowflex Home Gyms,Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM28157 SALESFOLLOWUP,Call Center Internal,8/1/2016,8/1/2016,0,168.30
Bowflex Home Gyms,Bowflex Home Gyms,Bowflex Home Gyms,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,8/1/2016,8/1/2016,1,727.75
Bowflex Home Gyms,Bowflex Home Gyms,Bowflex Max Trainer,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,8/1/2016,8/1/2016,2,2807.00
Bowflex Home Gyms,Bowflex Home Gyms,Treadclimber,Un-Sourced,CAM40821 1800BOWFLEX,Call Center Internal,8/1/2016,8/1/2016,0,131.30
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Home Gyms,Electronic - Short Form,CAM44215 SAWDSEESF14A,Call Center Internal,8/1/2016,8/1/2016,0,23.98
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - Short Form,CAM44172 dseesf14a,Web,8/1/2016,8/1/2016,1,1758.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Electronic - Short Form,CAM44172 dseesf14a,Web,8/1/2016,8/1/2016,0,99.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,8/1/2016,8/1/2016,3,6756.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Electronic - UnSourced,CAM44236 SAWMAX,Call Center Internal,8/1/2016,8/1/2016,0,.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,8/1/2016,8/1/2016,6,8421.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,8/1/2016,8/1/2016,0,207.99
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM47239 SAWDODCTOE,Call Center Internal,8/1/2016,8/1/2016,2,4047.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Display,CAM47239 SAWDODCTOE,Call Center Internal,8/1/2016,8/1/2016,0,24.99
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Display,CAM47251 DODCTOEDL2,Call Center Internal,8/1/2016,8/1/2016,1,1049.00
Bowflex Max Trainer,Bowflex Max Trainer,Treadclimber,Online Display,CAM47251 DODCTOEDL2,Web,8/1/2016,8/1/2016,0,108.99
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,8/1/2016,8/1/2016,2,2648.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Selecttech Dumbbells,Online Search,CAM44223 SAWDOSBIE,Call Center Internal,8/1/2016,8/1/2016,1,349.00
Bowflex Max Trainer,Bowflex Max Trainer,Bowflex Max Trainer,Online Search,CAM44230 SAWDOSG2E,Call Center Internal,8/1/2016,8/1/2016,7,12861.58
