Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,5/18/2015,5/21/2015,1,1356.135
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,5/18/2015,5/21/2015,1,1356.135
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,5/18/2015,5/21/2015,1,1438.325
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,5/18/2015,5/21/2015,1,1438.325
Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,5/18/2015,5/21/2015,1,1003.268
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,5/18/2015,5/21/2015,3,3221.576
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,5/18/2015,5/22/2015,1,1003.268
Bowflex Max Trainer,Electronic - UnSourced,CAM45632 ICAEE1SITECMT,Web,5/18/2015,5/22/2015,2,2441.593
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Call Center Internal,5/18/2015,5/22/2015,1,1438.325
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,5/18/2015,5/22/2015,1,1438.325
Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,5/18/2015,5/22/2015,1,1356.135
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,5/18/2015,5/22/2015,2,2441.593
Bowflex Max Trainer,Online Search,CAM45633 ICAOSGCEGL1CMT,Web,5/18/2015,5/22/2015,1,1003.268
Bowflex Max Trainer,Online Search,CAM45634 ICAOSBCEGL1CMT,Web,5/18/2015,5/22/2015,1,1438.325
Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,5/18/2015,5/23/2015,1,1356.135
Bowflex Max Trainer,Short Form,CAM47570 CI**C120HAMF*KST,Call Center Internal,5/18/2015,5/23/2015,1,2662.216
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,5/18/2015,5/23/2015,2,2006.536
Bowflex Max Trainer,Electronic - Short Form,CAM45694 ICASESF14B,Web,5/18/2015,5/24/2015,1,1003.268
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,5/18/2015,5/24/2015,1,1356.135
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,5/18/2015,5/24/2015,3,3444.861
Bowflex Max Trainer,Online Search,CAM45633 ICAOSGCEGL1CMT,Web,5/18/2015,5/24/2015,2,2591.593
Bowflex Max Trainer,Online Search,CAM45840 ICAOSGCESL7,Web,5/18/2015,5/24/2015,1,1588.325
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,5/18/2015,5/24/2015,1,1356.135
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,5/25/2015,5/25/2015,2,2712.27
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,5/25/2015,5/25/2015,1,1003.268
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,5/25/2015,5/25/2015,2,2006.536
