Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Core Body Reformer,Long Form,CAM38389 WMURLINFCBFUREUR,Call Center Internal,11/17/2014,11/18/2014,1,1499.00
Core Body Reformer,Electronic - UnSourced,CAM35689 degyncr,Web,11/24/2014,11/25/2014,2,412.95
Core Body Reformer,Electronic - UnSourced,CAM35689 degyncr,Web,11/24/2014,11/26/2014,1,199.00
Core Body Reformer,Electronic - UnSourced,CAM35689 degyncr,Web,11/24/2014,11/28/2014,1,199.00
Core Body Reformer,Electronic - UnSourced,CAM35689 degyncr,Web,11/24/2014,11/29/2014,1,199.00
Core Body Reformer,Online Shopping,CAM35976 SAWDOFTFDY,Call Center Internal,12/1/2014,12/4/2014,1,999.00
Core Body Reformer,Electronic - UnSourced,CAM35689 degyncr,Web,12/1/2014,12/4/2014,1,199.00
Core Body Reformer,Electronic - UnSourced,CAM35689 degyncr,Web,12/8/2014,12/10/2014,1,199.00
Core Body Reformer,Online Display,CAM37128 SAWDOSBLGD2Q212X,Call Center Internal,12/15/2014,12/19/2014,1,1899.00
Core Body Reformer,Online Shopping,CAM35963 SAWDOFMSNY,Call Center Internal,12/15/2014,12/21/2014,1,1899.00
Core Body Reformer,Online Shopping,CAM35963 SAWDOFMSNY,Call Center Internal,12/22/2014,12/24/2014,1,2999.00
Core Body Reformer,Online Shopping,CAM35955 SAWDOFAPAY,Call Center Internal,12/29/2014,1/2/2015,1,1499.00
Core Body Reformer,Electronic - UnSourced,CAM35689 degyncr,Web,12/29/2014,1/3/2015,1,199.00
Core Body Reformer,Online Shopping,CAM35956 SAWDOFBECY,Call Center Internal,1/5/2015,1/5/2015,1,2699.00
Core Body Reformer,Online Search,CAM35718 SAWDOSG2Y,Call Center Internal,1/12/2015,1/13/2015,1,1499.00
Core Body Reformer,Online Shopping,CAM35963 SAWDOFMSNY,Call Center Internal,1/19/2015,1/19/2015,1,1899.00
Core Body Reformer,Email - Post Conversion,CAM43326 NCEM0088,Call Center Internal,1/19/2015,1/21/2015,1,.00
Core Body Reformer,Email - Promotion,CAM43339 NCEM0124,Call Center Internal,1/26/2015,1/26/2015,1,1899.00
Core Body Reformer,Online Shopping,CAM35963 SAWDOFMSNY,Call Center Internal,2/9/2015,2/11/2015,1,1899.00
Core Body Reformer,Online Shopping,CAM35963 SAWDOFMSNY,Call Center Internal,2/9/2015,2/15/2015,1,349.00
