Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Home Gyms,CAM10864 SAWGOOGC,,6/14/2014,6/9/2014,1,Catalog,Call Center Internal
Bowflex Home Gyms,CAM1154 DEGSAWBFG_BFX,,6/11/2014,6/9/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Revolution,CAM1154 DEGSAWBFG_BFX,,6/11/2014,6/9/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,,6/11/2014,6/9/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,6/13/2014,6/13/2014,6/9/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM2612 icawhome_BFX,6/12/2014,6/12/2014,6/9/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM26641 icawsinglelp,,6/10/2014,6/9/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM26641 icawsinglelp,,6/12/2014,6/9/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM26641 icawsinglelp,,6/13/2014,6/9/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,,6/10/2014,6/9/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,6/10/2014,6/10/2014,6/9/2014,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/10/2014,6/9/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,6/11/2014,6/11/2014,6/9/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/11/2014,6/9/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,6/13/2014,6/13/2014,6/9/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/13/2014,6/9/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/14/2014,6/9/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/15/2014,6/9/2014,3,Electronic - UnSourced,Web
Bowflex Revolution,CAM40739 ICAWHOME,,6/15/2014,6/9/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40803 1800BOWFLEX_CAS,,6/12/2014,6/9/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM30851 icaosgcwsl6,,6/15/2014,6/9/2014,1,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,,6/12/2014,6/9/2014,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,6/10/2014,6/10/2014,6/9/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,6/10/2014,6/9/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,6/12/2014,6/12/2014,6/9/2014,1,Online Search,Web
