Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Home Gyms,CAM10864 SAWGOOGC,,1/18/2015,1/12/2015,1,Catalog,Call Center Internal
Bowflex Home Gyms,CAM18438 Bowflex-Catalog,,1/14/2015,1/12/2015,1,Catalog,Third Party Call Center - Evolve
Bowflex Home Gyms,CAM27557 Bowflex Catalog,,1/14/2015,1/12/2015,1,Catalog,Call Center Internal
Bowflex Home Gyms,CAM27557 Bowflex Catalog,,1/18/2015,1/12/2015,1,Catalog,Call Center Internal
Bowflex Home Gyms,CAM27557 Bowflex Catalog,,1/14/2015,1/12/2015,1,Catalog,Third Party Call Center - Evolve
Bowflex Home Gyms,CAM46526 DCBHOMEWIN15,,1/13/2015,1/12/2015,1,Catalog,Web
Bowflex Home Gyms,CAM46526 DCBHOMEWIN15,,1/14/2015,1/12/2015,2,Catalog,Web
Bowflex Home Gyms,CAM46526 DCBHOMEWIN15,,1/15/2015,1/12/2015,3,Catalog,Web
Bowflex Home Gyms,CAM46526 DCBHOMEWIN15,,1/16/2015,1/12/2015,1,Catalog,Web
Bowflex Home Gyms,CAM46526 DCBHOMEWIN15,,1/17/2015,1/12/2015,1,Catalog,Web
Bowflex Home Gyms,CAM46526 DCBHOMEWIN15,,1/18/2015,1/12/2015,5,Catalog,Web
Bowflex Home Gyms,CAM18367 DPMEWNOVUS4,1/18/2015,1/18/2015,1/12/2015,1,Electronic - Print,Web
Bowflex Home Gyms,CAM36104 SAWSF11E,,1/17/2015,1/12/2015,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM5676 SAWWEBBF,,1/13/2015,1/12/2015,3,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM5676 SAWWEBBF,,1/14/2015,1/12/2015,2,Electronic - Short Form,Call Center Internal
Bowflex Revolution,CAM5676 SAWWEBBF,,1/14/2015,1/12/2015,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM5676 SAWWEBBF,,1/15/2015,1/12/2015,2,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM5676 SAWWEBBF,,1/15/2015,1/12/2015,1,Electronic - Short Form,Third Party Call Center - Evolve
Bowflex Home Gyms,CAM1154 DEGSAWBFG_BFX,,1/16/2015,1/12/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM1154 DEGSAWBFG_BFX,,1/18/2015,1/12/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Revolution,CAM1154 DEGSAWBFG_BFX,,1/18/2015,1/12/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM11920 SAWWEBST,,1/15/2015,1/12/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM127 1800BOWFLEX_BFC,,1/13/2015,1/12/2015,2,Electronic - UnSourced,Call Center Internal
