Internal ID,Transaction Number,Status
118157888,RA-150578,Pending Receipt
118323014,RA-150796,Pending Receipt
118506707,RA-151338,Pending Receipt
118527002,RA-151415,Pending Receipt
118556703,RA-151563,Pending Receipt
118689151,RA-151899,Pending Receipt
118691109,RA-151907,Pending Receipt
118734165,RA-151987,Pending Receipt
119102585,RA-152702,Pending Receipt
119135825,RA-152773,Pending Receipt
119273493,RA-152989,Pending Receipt
119324765,RA-153072,Pending Receipt
119418417,RA-153167,Pending Receipt
119509852,RA-153310,Pending Receipt
119573567,RA-153417,Pending Receipt
119625969,RA-153519,Pending Receipt
119626173,RA-153520,Pending Receipt
119626174,RA-153521,Pending Receipt
119626377,RA-153522,Pending Receipt
