Internal ID,Transaction Number,Status
90506384,RA-89363,Pending Receipt
91476322,RA-89922,Pending Receipt
91498437,RA-89949,Pending Receipt
91522029,RA-89973,Pending Receipt
91671355,RA-90098,Pending Receipt
91923302,RA-90282,Pending Receipt
91930433,RA-90300,Pending Receipt
92617425,RA-91370,Pending Receipt
92682118,RA-91516,Pending Refund/Partially Received
92820380,RA-91844,Pending Receipt
92828958,RA-91884,Pending Receipt
92884166,RA-92022,Pending Receipt
93173623,RA-92583,Pending Refund/Partially Received
93508520,RA-93478,Pending Receipt
93518458,RA-93525,Pending Receipt
93554620,RA-93629,Pending Receipt
93706618,RA-93934,Pending Receipt
93737837,RA-93966,Pending Receipt
93928190,RA-94260,Pending Receipt
93977858,RA-94338,Pending Receipt
93996902,RA-94413,Pending Receipt
94427777,RA-95353,Pending Receipt
94606935,RA-95696,Partially Received
