Internal ID,Transaction Number,Status
112155930,RA-137367,Pending Receipt
112303184,RA-137591,Pending Receipt
112520035,RA-138027,Pending Receipt
112724101,RA-138474,Pending Receipt
112749391,RA-138544,Pending Receipt
112749392,RA-138545,Pending Receipt
113050110,RA-139026,Pending Receipt
113087027,RA-139128,Pending Receipt
113599446,RA-139999,Pending Receipt
113812978,RA-140350,Pending Receipt
113847923,RA-140435,Pending Receipt
113921923,RA-140492,Pending Receipt
113955765,RA-140543,Pending Receipt
114048586,RA-140651,Pending Refund/Partially Received
114169956,RA-140726,Pending Receipt
114213352,RA-140812,Pending Receipt
114260803,RA-140920,Pending Receipt
114297950,RA-140971,Pending Receipt
114307093,RA-141010,Pending Receipt
114309244,RA-141015,Pending Receipt
114347003,RA-141128,Pending Refund/Partially Received
114350399,RA-141151,Pending Receipt
114350400,RA-141152,Pending Refund/Partially Received
114421685,RA-141234,Pending Refund/Partially Received
114423023,RA-141237,Pending Receipt
114424036,RA-141238,Pending Receipt
114432626,RA-141314,Pending Receipt
114459349,RA-141356,Pending Receipt
114475044,RA-141407,Pending Receipt
114506867,RA-141483,Pending Receipt
114531436,RA-141522,Pending Receipt
114539300,RA-141562,Pending Receipt
