Internal ID,Transaction Number,Status
86379624,RA-82223,Pending Receipt
91476322,RA-89922,Pending Receipt
91498437,RA-89949,Pending Receipt
91522029,RA-89973,Pending Receipt
91671355,RA-90098,Pending Receipt
91923302,RA-90282,Pending Receipt
91930433,RA-90300,Pending Receipt
92617425,RA-91370,Pending Receipt
92820380,RA-91844,Pending Receipt
92828958,RA-91884,Pending Receipt
92884166,RA-92022,Pending Receipt
93260319,RA-92940,Pending Receipt
93508520,RA-93478,Pending Receipt
93518458,RA-93525,Pending Receipt
93554620,RA-93629,Pending Receipt
93737837,RA-93966,Pending Receipt
93928190,RA-94260,Pending Receipt
94068389,RA-94531,Pending Receipt
94331526,RA-95139,Pending Receipt
94427777,RA-95353,Pending Receipt
94431167,RA-95379,Pending Receipt
94431372,RA-95380,Pending Receipt
94431473,RA-95381,Pending Receipt
94431474,RA-95382,Pending Receipt
94508340,RA-95466,Partially Received
94833798,RA-96127,Pending Receipt
94974303,RA-96535,Pending Receipt
94979579,RA-96580,Pending Receipt
94979729,RA-96584,Pending Receipt
95103559,RA-96827,Pending Receipt
95105759,RA-96840,Pending Receipt
95108811,RA-96866,Pending Receipt
95108915,RA-96869,Pending Receipt
95111181,RA-96897,Pending Receipt
