Internal ID,Transaction Number,Status
91476322,RA-89922,Pending Receipt
91498437,RA-89949,Pending Receipt
91522029,RA-89973,Pending Receipt
91671355,RA-90098,Pending Receipt
91923302,RA-90282,Pending Receipt
91930433,RA-90300,Pending Receipt
92617425,RA-91370,Pending Receipt
92820380,RA-91844,Pending Receipt
92828958,RA-91884,Pending Receipt
92884166,RA-92022,Pending Receipt
93508520,RA-93478,Pending Receipt
93518458,RA-93525,Pending Receipt
93554620,RA-93629,Pending Receipt
93706618,RA-93934,Pending Receipt
93737837,RA-93966,Pending Receipt
93928190,RA-94260,Pending Receipt
93977858,RA-94338,Pending Receipt
93996902,RA-94413,Pending Receipt
94068389,RA-94531,Pending Receipt
94083556,RA-94620,Pending Receipt
94277634,RA-94994,Pending Receipt
94277646,RA-94995,Pending Receipt
94330157,RA-95133,Pending Receipt
94331526,RA-95139,Pending Receipt
94427777,RA-95353,Pending Receipt
94508340,RA-95466,Pending Refund/Partially Received
94598597,RA-95646,Pending Receipt
94670146,RA-95815,Pending Receipt
94712840,RA-95848,Pending Receipt
94833798,RA-96127,Pending Receipt
94974303,RA-96535,Pending Receipt
