Internal ID,Transaction Number,Status
80260083,RA-70553,Pending Receipt
80451731,RA-70781,Pending Receipt
80467701,RA-70825,Pending Receipt
80627343,RA-71124,Pending Receipt
80847312,RA-71566,Pending Receipt
80918609,RA-71737,Pending Receipt
81225389,RA-72435,Pending Receipt
81372796,RA-72701,Pending Refund/Partially Received
81473690,RA-72917,Pending Receipt
81767666,RA-73551,Pending Receipt
81772670,RA-73572,Pending Receipt
81774366,RA-73578,Pending Receipt
81795706,RA-73612,Pending Receipt
81797882,RA-73616,Pending Receipt
81800141,RA-73627,Pending Receipt
81886639,RA-73769,Pending Receipt
81969190,RA-73944,Pending Receipt
81998043,RA-73972,Pending Refund/Partially Received
82000618,RA-73989,Pending Receipt
82001877,RA-74003,Pending Receipt
82023879,RA-74035,Pending Receipt
82070576,RA-74089,Pending Receipt
