Internal ID,Transaction Number,Status
112724101,RA-138474,Pending Receipt
112749391,RA-138544,Pending Receipt
112749392,RA-138545,Pending Receipt
113050110,RA-139026,Pending Receipt
113087027,RA-139128,Pending Receipt
113599446,RA-139999,Pending Receipt
113812978,RA-140350,Pending Receipt
113847923,RA-140435,Pending Receipt
113955765,RA-140543,Pending Receipt
114048586,RA-140651,Pending Refund/Partially Received
114213352,RA-140812,Pending Receipt
114307093,RA-141010,Pending Receipt
114309244,RA-141015,Pending Receipt
114347003,RA-141128,Pending Refund/Partially Received
114423023,RA-141237,Pending Receipt
114539300,RA-141562,Pending Refund/Partially Received
114638912,RA-141705,Pending Receipt
114677915,RA-141797,Pending Refund/Partially Received
114761041,RA-142097,Pending Receipt
114886408,RA-142350,Pending Refund/Partially Received
114952835,RA-142522,Pending Receipt
114958711,RA-142556,Pending Receipt
114958714,RA-142557,Pending Receipt
114978676,RA-142631,Pending Receipt
114992301,RA-142717,Pending Receipt
114992443,RA-142725,Pending Receipt
115113180,RA-142855,Pending Receipt
115138224,RA-142906,Pending Receipt
115150979,RA-142971,Pending Receipt
115183674,RA-143053,Pending Receipt
115216425,RA-143146,Pending Receipt
115219424,RA-143159,Partially Received
115223518,RA-143197,Pending Receipt
115224332,RA-143201,Pending Receipt
115301142,RA-143263,Pending Receipt
115301875,RA-143267,Pending Receipt
115326109,RA-143296,Pending Receipt
115329610,RA-143311,Pending Receipt
115332663,RA-143319,Pending Receipt
115333178,RA-143321,Pending Receipt
115376838,RA-143397,Pending Receipt
115387263,RA-143416,Pending Receipt
115390989,RA-143425,Pending Receipt
115431399,RA-143498,Pending Receipt
115435297,RA-143508,Pending Receipt
115462716,RA-143562,Pending Receipt
115462919,RA-143563,Pending Receipt
