Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,6/18/2015,6/18/2015,6/15/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,,6/21/2015,6/15/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM28364 icaw1sitecab,6/18/2015,6/18/2015,6/15/2015,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,6/19/2015,6/19/2015,6/15/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,6/20/2015,6/20/2015,6/15/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/18/2015,6/15/2015,2,Electronic - UnSourced,Web
Bowflex Revolution,CAM40739 ICAWHOME,,6/18/2015,6/15/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,6/20/2015,6/20/2015,6/15/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/20/2015,6/15/2015,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,6/21/2015,6/21/2015,6/15/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,6/18/2015,6/15/2015,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,6/19/2015,6/15/2015,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,6/21/2015,6/21/2015,6/15/2015,3,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,6/21/2015,6/15/2015,1,Online Search,Web
Bowflex Revolution,CAM31268 icaosgcwgl1cab,,6/21/2015,6/15/2015,1,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,6/18/2015,6/18/2015,6/15/2015,2,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,6/20/2015,6/20/2015,6/15/2015,1,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,6/21/2015,6/21/2015,6/15/2015,3,Online Search,Web
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,,6/18/2015,6/15/2015,1,Online Shopping,Web
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,,6/21/2015,6/15/2015,1,Online Shopping,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,6/18/2015,6/15/2015,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,6/19/2015,6/15/2015,2,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,6/21/2015,6/15/2015,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,,6/23/2015,6/22/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,,6/26/2015,6/22/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM28343 icad1sitecas,,6/23/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,6/25/2015,6/25/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,6/26/2015,6/26/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,6/27/2015,6/27/2015,6/22/2015,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,,6/27/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,6/28/2015,6/28/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,6/22/2015,6/22/2015,6/22/2015,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/22/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,6/23/2015,6/23/2015,6/22/2015,4,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/23/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/24/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/25/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,6/26/2015,6/26/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,6/28/2015,6/22/2015,1,Electronic - UnSourced,Web
Bowflex Revolution,CAM40758 ICADHOME,,6/23/2015,6/22/2015,1,Online,Call Center Internal
Bowflex Home Gyms,CAM30851 icaosgcwsl6,6/28/2015,6/28/2015,6/22/2015,1,Online Search,Web
