Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,11/17/2014,11/20/2014,9,405.05
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,11/17/2014,11/20/2014,2,59.80
Bowflex Body,Online Social,CAM46364 DOXFBZFEATPROD,Web,11/17/2014,11/21/2014,1,29.90
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,11/17/2014,11/21/2014,1,29.90
Bowflex Body,Online Search,CAM46372 DOSBIZGL1BD,Web,11/17/2014,11/22/2014,4,214.60
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,11/24/2014,11/24/2014,7,270.30
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,11/24/2014,11/24/2014,5,259.49
Bowflex Body,Online Social,CAM46383 DOXFBZLAUNCHSWPS,Web,11/24/2014,11/24/2014,2,100.80
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,11/24/2014,11/25/2014,4,201.60
Bowflex Body,Online Search,CAM46372 DOSBIZGL1BD,Web,11/24/2014,11/27/2014,3,145.70
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,11/24/2014,11/28/2014,3,174.70
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,11/24/2014,11/28/2014,1,29.90
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,11/24/2014,11/30/2014,3,179.70
Bowflex Body,Online Search,CAM46305 DOSG2ZSL1,Web,12/1/2014,12/1/2014,6,259.43
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,12/1/2014,12/1/2014,1,29.90
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,12/1/2014,12/2/2014,5,200.50
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,12/1/2014,12/2/2014,4,204.60
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,12/1/2014,12/3/2014,1,29.90
Bowflex Body,Electronic - UnSourced,CAM46370 DEGZ1SITEBD,Web,12/1/2014,12/4/2014,3,169.75
Bowflex Body,Online Search,CAM46372 DOSBIZGL1BD,Web,12/1/2014,12/4/2014,1,29.90
Bowflex Body,Electronic - UnSourced,CAM46370 DEGZ1SITEBD,Web,12/8/2014,12/8/2014,1,29.90
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,12/8/2014,12/8/2014,4,224.60
Bowflex Body,Online Search,CAM46306 DOSBIZSL1,Web,12/8/2014,12/9/2014,3,155.72
Bowflex Body,Electronic - UnSourced,CAM46370 DEGZ1SITEBD,Web,12/8/2014,12/10/2014,1,34.90
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,12/8/2014,12/12/2014,1,29.89
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,12/8/2014,12/12/2014,1,29.90
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,12/8/2014,12/14/2014,1,29.90
Bowflex Body,Electronic - UnSourced,CAM46370 DEGZ1SITEBD,Web,12/15/2014,12/15/2014,2,131.81
Bowflex Body,Online Search,CAM46378 DOSBIZSL2,Web,12/15/2014,12/15/2014,1,29.90
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,12/15/2014,12/18/2014,1,29.90
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,12/15/2014,12/21/2014,1,29.90
Bowflex Body,Online Search,CAM46371 DOSG2ZGL1BD,Web,12/15/2014,12/21/2014,2,95.80
Bowflex Body,Online Search,CAM46372 DOSBIZGL1BD,Web,12/22/2014,12/24/2014,1,29.90
Bowflex Body,Online Search,CAM46305 DOSG2ZSL1,Web,12/22/2014,12/25/2014,1,65.90
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,12/22/2014,12/27/2014,6,214.40
Bowflex Body,Online Social,CAM46364 DOXFBZFEATPROD,Web,12/22/2014,12/28/2014,1,29.90
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,12/29/2014,12/29/2014,1,29.90
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Call Center Internal,12/29/2014,12/30/2014,1,1499.00
Bowflex Body,Electronic - UnSourced,CAM46362 DEGZBDY,Web,12/29/2014,12/30/2014,5,244.50
