SO-71392593|1|14.95||3.95|.00|18.90|14.95|Web|8001183|BFX PUSH UP BARS|Strength : Other Strength : Accessories
SO-71392597|1|189.00||.00|.00|151.20|189.00|Call Center|SERVICE - DIAGNOSTIC/REPEAT VISIT|Technician Visit, no parts ordered|Other : Service : One Time Visit
SO-71392597||.00|-37.80||||-37.80|Call Center|Sales Discount||
SO-71392598|1|349.00||.00|.00|299.00|349.00|Call Center|100131|BFX 552 Dumbbell Kit|Strength : Selectorized : Weights
SO-71392598||.00|-50.00|.00|.00|.00|-50.00|Call Center|Sales Discount||
SO-71392598|1|199.00||29.99|-29.99|199.00|199.00|Call Center|100340|BFX 4.1 Bench|Strength : Selectorized : Adjustable Benches
SO-71392599|1|5.91||.00|.00|5.91|5.91|Call Center|004-2439|Speed Sensor Kit|Other : Parts
SO-71392602|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392631|1|2199.00||199.99|-199.99|1899.00|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392631||.00|-300.00|.00|.00|.00|-300.00|Web|Sales Discount||
SO-71392631|1|99.00||9.99|-9.99|.00|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392631||.00|-99.00|.00|.00|.00|-99.00|Web|Sales Discount||
SO-71392666|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392666||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392605|1|899.00||249.99|-249.99|899.00|899.00|Call Center|100392|NLS E616 ELLIPTICAL|Cardio : Ellipticals : Fixed Stride
SO-71392606|1|1599.00||150.00|.00|1749.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392644|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392644||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392612|1|83.91||.00|.00|83.91|83.91|Call Center|002-6821|Console, 20 Series|Other : Parts
SO-71392617|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392617|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392617|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71392616|1|2199.00||199.99|.00|2398.99|2199.00|Web|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392618|1|10.95||.00|.00|.00|10.95|Call Center|8003587|AC/DC POWER ADAPTER, 9VDC|Other : Parts
SO-71392618||.00|-10.95||||-10.95|Call Center|Sales Discount||
SO-71392619|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392621|1|999.00||100.00|-100.00|999.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392621|1|299.00||54.99|-54.99|299.00|299.00|Call Center|100208|UNI 445 Masterpack w/Stand|Strength : Selectorized : Weights
SO-71392625|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392625||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71392634|1|3299.00||199.99|-199.99|3099.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392634||.00|-200.00|.00|.00|.00|-200.00|Call Center|Sales Discount||
SO-71392634|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392634||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71392634|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71392635|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392636|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392636||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71392636|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392636||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71392637|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392637||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71392637|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392638|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392639|1|129.00||.00|.00|129.00|129.00|Call Center|CSA-100338|Schwinn 270 Assembly|Other : Service : In Home Assembly
SO-71392640|1|30.99||7.99|.00|38.98|30.99|Call Center|11852|Cable  Rod Warranty Kit  Pr|Other : Parts
SO-71392641|1|189.00||.00|.00|.00|189.00|Call Center|SERVICE - WITH PARTS|Technician Visit with product shipping|Other : Service : One Time Visit
SO-71392641||.00|-189.00||||-189.00|Call Center|Sales Discount||
SO-71392643|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392643||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392673|1|999.00||100.00|.00|999.00|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392673||.00|-100.00||||-100.00|Web|Sales Discount||
SO-71392680|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392648|1|999.00||199.99|-199.99|999.00|999.00|Web|100215|BFX TC5|Cardio : TreadClimber : TreadClimber
SO-71392669|1|129.95||24.95|.00|154.90|129.95|Web|100349|BFX UPPERCUT PERFORMANCE PACKAGE|Strength : Other Strength : UpperCut
SO-71392653|1|18.99||5.99|.00|24.98|18.99|Call Center|004-7188|AC Power Supply Kit|Other : Parts
SO-71392657|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392657||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71392657|1|14.99||3.99|-3.99|14.99|14.99|Call Center|93067|LUBE N WALK TREAD LUBE KIT|Cardio : TreadClimber : Accessories
SO-71392658|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392658|1|159.00||.00|.00|159.00|159.00|Web|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71392667|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392659|1|3299.00||199.99|-199.99|2949.00|3299.00|Call Center|100342|BFX TC20 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392659||.00|-350.00|.00|.00|.00|-350.00|Call Center|Sales Discount||
SO-71392659|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392659||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
SO-71392662|1|1599.00||150.00|-150.00|1499.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392662||.00|-100.00|.00|.00|.00|-100.00|Web|Sales Discount||
SO-71392664|1|999.00||100.00|.00|999.10|999.00|Web|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392664|1|99.00||9.99|.00|99.09|99.00|Web|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392664||.00|-109.80||||-109.80|Web|Sales Discount||
SO-71392665|1|1599.00||150.00|-150.00|1499.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392665||.00|-100.00|.00|.00|.00|-100.00|Call Center|Sales Discount||
SO-71392665|1|99.00||9.99|-9.99|99.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392674|1|159.00||.00|.00|159.00|159.00|Call Center|IHA-100359|MAX TRAINER M5 Assembly|Other : Service : In Home Assembly
SO-71392678|1|1599.00||150.00|-150.00|1599.00|1599.00|Web|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392681|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392682|1|549.00||69.99|-69.99|549.00|549.00|Call Center|100388|NLS R616 RECUMBENT BIKE|Cardio : Bikes : Recumbent
SO-71392684|1|28.49||.00|.00|28.49|28.49|Call Center|12340|Ppro Seat Bracket Wrnty Assy|Other : Parts
SO-71392684|1|14.99||8.99|.00|23.98|14.99|Call Center|001-3649|BFX Rod Rjuvnatr w mini 410 add-on|Strength : Home Gyms : Accessories
SO-71392688|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392689|1|1599.00||150.00|-150.00|1599.00|1599.00|Call Center|100359|BFX MAX TRAINER M5|Cardio : MAX Trainer : MAX Trainer
SO-71392692|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392693|1|999.00||100.00|.00|1099.00|999.00|Call Center|100358|BOWFLEX MAX TRAINER M3|Cardio : MAX Trainer : MAX Trainer
SO-71392694|1|2199.00||199.99|-199.99|1899.00|2199.00|Call Center|100341|BFX TC10 TREADCLIMBER V2|Cardio : TreadClimber : TreadClimber
SO-71392694||.00|-300.00|.00|.00|.00|-300.00|Call Center|Sales Discount||
SO-71392694|1|99.00||9.99|-9.99|.00|99.00|Call Center|10293|TRC Machine Mat|Cardio : TreadClimber : Accessories
SO-71392694||.00|-99.00|.00|.00|.00|-99.00|Call Center|Sales Discount||
