Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Body,CAM18438 Bowflex-Catalog,,6/4/2015,6/1/2015,1,Catalog,Call Center Internal
Bowflex Body,CAM27557 Bowflex Catalog,,6/6/2015,6/1/2015,1,Catalog,Call Center Internal
Bowflex Body,CAM47536 DCBHOMESUM15,,6/6/2015,6/1/2015,1,Catalog,Web
Bowflex Body,CAM47229 DPEZPRINT15A,,6/5/2015,6/1/2015,1,Electronic - Print,Web
Bowflex Body,CAM47232 DPEZPRINT15D,,6/6/2015,6/1/2015,1,Electronic - Print,Web
Bowflex Body,CAM47233 DPEZPRINT15E,,6/7/2015,6/1/2015,1,Electronic - Print,Web
Bowflex Body,CAM47242 DPEZPRINT15F,,6/5/2015,6/1/2015,1,Electronic - Print,Web
Bowflex Body,CAM36608 dsetsf12a,,6/4/2015,6/1/2015,1,Electronic - Short Form,Web
Bowflex Body,CAM44172 dseesf14a,,6/5/2015,6/1/2015,1,Electronic - Short Form,Web
Bowflex Body,CAM127 1800BOWFLEX_BFC,,6/6/2015,6/1/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Body,CAM16414 DEGBFTRC,,6/6/2015,6/1/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM41189 degemax,,6/7/2015,6/1/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM44433 dege1sitemx,,6/4/2015,6/1/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM44433 dege1sitemx,,6/7/2015,6/1/2015,2,Electronic - UnSourced,Web
Bowflex Body,CAM46362 DEGZBDY,,6/5/2015,6/1/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM46362 DEGZBDY,,6/7/2015,6/1/2015,3,Electronic - UnSourced,Web
Bowflex Body,CAM45910 DODADCEDL3,,6/7/2015,6/1/2015,1,Online Display,Web
Bowflex Body,CAM47400 DODGUMZDL1,,6/7/2015,6/1/2015,3,Online Display,Web
Bowflex Body,CAM31080 dosg2ggl1bf,,6/5/2015,6/1/2015,1,Online Search,Web
Bowflex Body,CAM46306 DOSBIZSL1,,6/5/2015,6/1/2015,1,Online Search,Web
Bowflex Body,CAM46371 DOSG2ZGL1BD,,6/6/2015,6/1/2015,1,Online Search,Web
Bowflex Body,CAM46371 DOSG2ZGL1BD,,6/7/2015,6/1/2015,1,Online Search,Web
Bowflex Body,CAM47024 DOSG2ZSL8,,6/6/2015,6/1/2015,1,Online Search,Web
Bowflex Body,CAM47174 DOXFBZGL1,,6/7/2015,6/1/2015,1,Online Social,Web
Bowflex Body,CAM10472 SAWWEBC,,6/9/2015,6/8/2015,1,Catalog,Call Center Internal
Bowflex Body,CAM27557 Bowflex Catalog,,6/10/2015,6/8/2015,2,Catalog,Call Center Internal
Bowflex Body,CAM47536 DCBHOMESUM15,,6/9/2015,6/8/2015,1,Catalog,Web
Bowflex Body,CAM47229 DPEZPRINT15A,,6/10/2015,6/8/2015,1,Electronic - Print,Web
Bowflex Body,CAM47233 DPEZPRINT15E,,6/9/2015,6/8/2015,1,Electronic - Print,Web
Bowflex Body,CAM127 1800BOWFLEX_BFC,,6/14/2015,6/8/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Body,CAM16414 DEGBFTRC,,6/11/2015,6/8/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM34888 degdbst,,6/8/2015,6/8/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM41189 degemax,,6/10/2015,6/8/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM41189 degemax,,6/14/2015,6/8/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM44433 dege1sitemx,,6/9/2015,6/8/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM46362 DEGZBDY,,6/9/2015,6/8/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM46362 DEGZBDY,,6/10/2015,6/8/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM46362 DEGZBDY,,6/11/2015,6/8/2015,3,Electronic - UnSourced,Web
Bowflex Body,CAM46362 DEGZBDY,,6/12/2015,6/8/2015,2,Electronic - UnSourced,Web
Bowflex Body,CAM46370 DEGZ1SITEBD,,6/10/2015,6/8/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM46370 DEGZ1SITEBD,,6/12/2015,6/8/2015,1,Electronic - UnSourced,Web
Bowflex Body,CAM46370 DEGZ1SITEBD,,6/13/2015,6/8/2015,2,Electronic - UnSourced,Web
Bowflex Body,CAM47261 DODCTOGDL2,,6/9/2015,6/8/2015,1,Online Display,Web
Bowflex Body,CAM37655 dosbitsl10,,6/8/2015,6/8/2015,1,Online Search,Web
