Internal ID,Transaction Number,Status
97217266,RA-101850,Pending Receipt
97263263,RA-102049,Pending Receipt
97330062,RA-102261,Pending Receipt
97374648,RA-102367,Pending Receipt
97381981,RA-102411,Pending Receipt
97607122,RA-102873,Pending Receipt
97792686,RA-103288,Pending Receipt
97823373,RA-103329,Pending Receipt
98016377,RA-103777,Pending Receipt
98039551,RA-103813,Pending Receipt
98471867,RA-104881,Pending Receipt
98558047,RA-105022,Pending Receipt
98561419,RA-105039,Pending Receipt
98604094,RA-105150,Pending Receipt
98605450,RA-105160,Pending Receipt
98792269,RA-105459,Pending Receipt
98965090,RA-105719,Pending Receipt
99012260,RA-105906,Pending Receipt
99110177,RA-106130,Pending Receipt
99152167,RA-106205,Pending Refund/Partially Received
99222149,RA-106392,Pending Receipt
99254682,RA-106449,Pending Receipt
99283864,RA-106496,Pending Receipt
99359670,RA-106707,Pending Receipt
99428738,RA-106862,Pending Receipt
99525365,RA-107069,Pending Receipt
99532535,RA-107091,Pending Receipt
99557600,RA-107130,Pending Receipt
99558660,RA-107141,Pending Refund/Partially Received
99621391,RA-107300,Pending Receipt
99681433,RA-107486,Pending Receipt
99682803,RA-107492,Pending Receipt
99754152,RA-107683,Pending Receipt
99779279,RA-107777,Pending Receipt
99785283,RA-107803,Pending Receipt
99790215,RA-107833,Pending Receipt
99911477,RA-108022,Pending Refund/Partially Received
99919836,RA-108055,Pending Receipt
99939062,RA-108072,Pending Receipt
99981503,RA-108166,Pending Receipt
99982143,RA-108171,Pending Receipt
