Internal ID,Transaction Number,Status
118506707,RA-151338,Pending Receipt
118527002,RA-151415,Pending Receipt
118556703,RA-151563,Pending Receipt
118689151,RA-151899,Pending Receipt
118691109,RA-151907,Pending Receipt
119102585,RA-152702,Pending Receipt
119273493,RA-152989,Pending Receipt
119324765,RA-153072,Pending Receipt
119509852,RA-153310,Pending Receipt
119625967,RA-153518,Pending Receipt
120047372,RA-154100,Pending Refund/Partially Received
120138213,RA-154240,Pending Refund/Partially Received
120146859,RA-154267,Pending Refund/Partially Received
120170502,RA-154297,Pending Receipt
120232287,RA-154363,Pending Receipt
120252813,RA-154375,Pending Receipt
120279515,RA-154407,Pending Refund/Partially Received
120287345,RA-154421,Pending Receipt
120316355,RA-154468,Pending Receipt
120395679,RA-154564,Pending Receipt
120410332,RA-154584,Pending Receipt
120411479,RA-154589,Pending Receipt
