Internal ID,Transaction Number,Status
121605329,RA-156351,Pending Receipt
121722878,RA-156568,Pending Receipt
121813628,RA-156748,Pending Receipt
121980563,RA-157030,Pending Receipt
122014551,RA-157096,Pending Receipt
122118365,RA-157307,Pending Receipt
122136242,RA-157343,Pending Receipt
122275925,RA-157620,Pending Refund/Partially Received
122283143,RA-157675,Pending Refund/Partially Received
122406016,RA-157847,Pending Receipt
122450247,RA-157902,Pending Receipt
122478381,RA-157939,Pending Receipt
122532631,RA-157982,Pending Receipt
