Internal ID,Transaction Number,Status
110023917,RA-132838,Pending Receipt
110135693,RA-133159,Pending Receipt
110578755,RA-134047,Pending Receipt
110660631,RA-134169,Pending Receipt
111213948,RA-135258,Pending Receipt
111214578,RA-135260,Pending Refund/Partially Received
111421426,RA-135523,Pending Receipt
111931465,RA-137093,Pending Receipt
112049325,RA-137182,Pending Receipt
112074105,RA-137211,Pending Refund/Partially Received
112129471,RA-137344,Pending Receipt
112155930,RA-137367,Pending Receipt
112159675,RA-137375,Pending Receipt
112159879,RA-137376,Pending Receipt
112207519,RA-137400,Pending Receipt
112209331,RA-137412,Pending Receipt
112232598,RA-137453,Pending Receipt
112237892,RA-137474,Pending Receipt
112303184,RA-137591,Pending Receipt
112306978,RA-137601,Pending Receipt
112307404,RA-137609,Pending Receipt
112307718,RA-137611,Pending Receipt
