Internal ID,Transaction Number,Status
89249640,RA-86521,Pending Receipt
89476433,RA-86898,Pending Receipt
89478178,RA-86901,Pending Receipt
89790901,RA-88339,Pending Receipt
89918675,RA-88759,Pending Receipt
90109875,RA-89018,Pending Receipt
90506384,RA-89363,Pending Receipt
91476322,RA-89922,Pending Receipt
91498437,RA-89949,Pending Receipt
91522029,RA-89973,Pending Receipt
91671355,RA-90098,Pending Receipt
91792740,RA-90236,Pending Receipt
91923302,RA-90282,Pending Receipt
91930433,RA-90300,Pending Receipt
92617425,RA-91370,Pending Receipt
92682118,RA-91516,Pending Refund/Partially Received
92797780,RA-91808,Partially Received
92819297,RA-91830,Pending Refund/Partially Received
92820380,RA-91844,Pending Receipt
92828958,RA-91884,Pending Receipt
92884166,RA-92022,Pending Receipt
93036109,RA-92365,Pending Receipt
93069075,RA-92449,Pending Receipt
93073520,RA-92472,Pending Receipt
93073945,RA-92476,Pending Receipt
93162571,RA-92491,Pending Receipt
93173623,RA-92583,Pending Refund/Partially Received
93174112,RA-92586,Pending Receipt
93174122,RA-92587,Pending Receipt
93178836,RA-92609,Pending Receipt
93207374,RA-92684,Pending Receipt
93275912,RA-92987,Pending Receipt
93428738,RA-93230,Pending Receipt
93468903,RA-93351,Pending Receipt
93554620,RA-93629,Pending Receipt
93744630,RA-93998,Pending Receipt
