Internal ID,Transaction Number,Status
105282500,RA-118958,Pending Receipt
105410397,RA-119212,Pending Receipt
105418549,RA-119260,Pending Receipt
105486540,RA-119487,Pending Receipt
105603320,RA-119718,Pending Receipt
105678503,RA-119924,Pending Receipt
105681168,RA-119931,Pending Receipt
105879732,RA-120517,Pending Receipt
105907508,RA-120570,Pending Receipt
105996953,RA-120864,Pending Receipt
106059459,RA-120883,Pending Receipt
106061512,RA-120888,Pending Receipt
106069619,RA-120923,Pending Receipt
106205219,RA-121497,Pending Receipt
106273430,RA-121650,Pending Receipt
106273537,RA-121652,Pending Receipt
106345841,RA-121954,Pending Receipt
106545218,RA-122692,Pending Receipt
106779471,RA-123602,Pending Refund/Partially Received
106815065,RA-123738,Pending Receipt
106943306,RA-124082,Pending Refund/Partially Received
106945959,RA-124118,Pending Receipt
107008930,RA-124327,Pending Receipt
107062163,RA-124522,Pending Receipt
107196286,RA-124823,Pending Receipt
107201034,RA-124858,Pending Receipt
107202000,RA-124876,Pending Receipt
107243203,RA-125091,Pending Receipt
107280068,RA-125236,Pending Receipt
107561961,RA-126288,Pending Receipt
107591891,RA-126482,Pending Receipt
107637169,RA-126693,Pending Receipt
107642102,RA-126728,Pending Receipt
107721467,RA-126966,Pending Receipt
107722943,RA-126971,Pending Receipt
107795821,RA-127100,Pending Receipt
107797331,RA-127107,Pending Receipt
107834636,RA-127260,Pending Refund/Partially Received
107838897,RA-127326,Pending Receipt
107866359,RA-127366,Pending Refund/Partially Received
107870619,RA-127412,Pending Receipt
107911452,RA-127595,Pending Receipt
107942119,RA-127714,Pending Receipt
107949287,RA-127740,Pending Receipt
108016432,RA-127807,Pending Receipt
108024714,RA-127839,Pending Receipt
108025160,RA-127841,Pending Receipt
108046129,RA-127873,Pending Receipt
108048808,RA-127891,Pending Receipt
108054318,RA-127913,Pending Receipt
108084997,RA-127982,Pending Receipt
108125214,RA-128280,Pending Receipt
108125330,RA-128281,Pending Receipt
108125445,RA-128283,Pending Receipt
108145256,RA-128315,Pending Receipt
108154735,RA-128419,Pending Receipt
108254621,RA-128708,Pending Receipt
108293537,RA-128924,Pending Receipt
108313998,RA-128968,Pending Receipt
108314305,RA-128971,Pending Receipt
108346990,RA-129071,Pending Receipt
108347000,RA-129072,Pending Receipt
108347204,RA-129073,Pending Receipt
