Internal ID,Transaction Number,Status
85319625,RA-80823,Pending Receipt
88352355,RA-84869,Pending Receipt
88747303,RA-85569,Pending Receipt
88945083,RA-85864,Pending Receipt
89249640,RA-86521,Pending Receipt
89476433,RA-86898,Pending Receipt
89478178,RA-86901,Pending Receipt
89790901,RA-88339,Pending Receipt
89918675,RA-88759,Pending Receipt
90109875,RA-89018,Pending Receipt
90268466,RA-89213,Pending Receipt
90506384,RA-89363,Pending Receipt
91476322,RA-89922,Pending Receipt
91498437,RA-89949,Pending Receipt
91522029,RA-89973,Pending Receipt
91531023,RA-89983,Pending Refund/Partially Received
91671355,RA-90098,Pending Receipt
91676070,RA-90112,Pending Receipt
91792740,RA-90236,Pending Receipt
91923302,RA-90282,Pending Receipt
91930433,RA-90300,Pending Receipt
92617425,RA-91370,Pending Receipt
92646841,RA-91405,Pending Receipt
92648595,RA-91418,Pending Receipt
92679467,RA-91497,Pending Receipt
92680566,RA-91502,Pending Receipt
92682118,RA-91516,Pending Receipt
92690839,RA-91549,Pending Refund/Partially Received
92757152,RA-91627,Pending Receipt
92757154,RA-91628,Pending Receipt
92817967,RA-91824,Pending Receipt
92818716,RA-91826,Pending Receipt
92820138,RA-91838,Pending Receipt
92820369,RA-91843,Pending Receipt
92820380,RA-91844,Pending Receipt
92820721,RA-91846,Pending Receipt
