Internal ID,Transaction Number,Status
85319625,RA-80823,Pending Receipt
86513049,RA-82482,Pending Receipt
87329159,RA-83485,Pending Receipt
87759208,RA-84108,Pending Receipt
88352355,RA-84869,Pending Receipt
88747303,RA-85569,Pending Receipt
88945083,RA-85864,Pending Receipt
89249640,RA-86521,Pending Receipt
89476433,RA-86898,Pending Receipt
89478178,RA-86901,Pending Receipt
89790901,RA-88339,Pending Receipt
89848013,RA-88643,Pending Receipt
89850649,RA-88652,Pending Receipt
89918675,RA-88759,Pending Receipt
90109875,RA-89018,Pending Receipt
90200063,RA-89119,Pending Receipt
90204440,RA-89131,Pending Receipt
90207864,RA-89140,Pending Refund/Partially Received
90268466,RA-89213,Pending Receipt
90284121,RA-89220,Pending Receipt
90506384,RA-89363,Pending Receipt
90526122,RA-89418,Pending Receipt
90528796,RA-89423,Pending Refund/Partially Received
90758988,RA-89613,Pending Receipt
90833942,RA-89617,Pending Receipt
91531023,RA-89983,Pending Receipt
91676070,RA-90112,Pending Receipt
91792337,RA-90235,Pending Receipt
91792740,RA-90236,Pending Receipt
