Internal ID,Transaction Number,Status
81225389,RA-72435,Pending Receipt
81473690,RA-72917,Pending Receipt
81800141,RA-73627,Pending Refund/Partially Received
81886639,RA-73769,Pending Receipt
81998043,RA-73972,Pending Refund/Partially Received
82000618,RA-73989,Pending Refund/Partially Received
82001877,RA-74003,Pending Receipt
82374162,RA-74563,Pending Refund/Partially Received
82499205,RA-74972,Pending Receipt
82519257,RA-75034,Pending Refund/Partially Received
82553545,RA-75263,Pending Receipt
82699240,RA-75713,Pending Receipt
82768923,RA-75795,Pending Receipt
82768924,RA-75796,Pending Receipt
82787801,RA-75866,Pending Receipt
82961626,RA-76092,Pending Receipt
