Internal ID,Transaction Number,Status
81225389,RA-72435,Pending Receipt
81473690,RA-72917,Pending Receipt
81800141,RA-73627,Pending Refund/Partially Received
81886639,RA-73769,Pending Receipt
81998043,RA-73972,Pending Refund/Partially Received
82000618,RA-73989,Pending Refund/Partially Received
82001877,RA-74003,Pending Receipt
82499205,RA-74972,Pending Receipt
82519257,RA-75034,Pending Refund/Partially Received
82553545,RA-75263,Partially Received
82699240,RA-75713,Pending Receipt
83072641,RA-76400,Pending Receipt
83115222,RA-76497,Pending Receipt
83136017,RA-76533,Pending Receipt
83444560,RA-77179,Pending Receipt
83447456,RA-77190,Pending Receipt
