Internal ID,Transaction Number,Status
107795821,RA-127100,Pending Receipt
107797331,RA-127107,Pending Receipt
107838897,RA-127326,Pending Receipt
108024714,RA-127839,Pending Receipt
108046129,RA-127873,Pending Receipt
108145256,RA-128315,Pending Receipt
108293537,RA-128924,Pending Receipt
108347204,RA-129073,Pending Receipt
108412101,RA-129188,Pending Receipt
108413329,RA-129196,Pending Receipt
108439761,RA-129287,Pending Receipt
108932765,RA-130404,Pending Receipt
109053701,RA-130741,Pending Receipt
109249821,RA-131170,Pending Receipt
109298702,RA-131311,Pending Refund/Partially Received
109305545,RA-131338,Pending Refund/Partially Received
109352393,RA-131396,Pending Receipt
109440860,RA-131630,Pending Receipt
109444123,RA-131651,Pending Receipt
109463371,RA-131694,Pending Receipt
109465854,RA-131717,Pending Refund/Partially Received
109522191,RA-131814,Pending Receipt
109932082,RA-132709,Pending Receipt
110023917,RA-132838,Pending Receipt
110052870,RA-132948,Pending Receipt
110135693,RA-133159,Pending Receipt
