Internal ID,Transaction Number,Status
82499205,RA-74972,Pending Receipt
82699240,RA-75713,Pending Receipt
83349206,RA-76989,Pending Receipt
83646579,RA-77653,Pending Receipt
83797784,RA-77906,Pending Refund/Partially Received
83832172,RA-78052,Pending Refund/Partially Received
84016215,RA-78458,Pending Receipt
84021944,RA-78476,Pending Receipt
84021945,RA-78477,Pending Receipt
84048288,RA-78518,Pending Receipt
84096752,RA-78630,Pending Receipt
84102695,RA-78651,Pending Receipt
84247816,RA-78772,Pending Receipt
84318501,RA-78993,Pending Receipt
84390786,RA-79137,Pending Receipt
84394343,RA-79151,Pending Receipt
84470082,RA-79319,Pending Receipt
84494360,RA-79356,Pending Receipt
84774945,RA-79955,Pending Refund/Partially Received
