Internal ID,Transaction Number,Status
110023917,RA-132838,Pending Receipt
110135693,RA-133159,Pending Receipt
110578755,RA-134047,Pending Receipt
110660631,RA-134169,Pending Receipt
111213948,RA-135258,Pending Receipt
111214578,RA-135260,Pending Refund/Partially Received
111391753,RA-135495,Pending Receipt
111421426,RA-135523,Pending Receipt
111879951,RA-137005,Pending Receipt
111885158,RA-137018,Pending Refund/Partially Received
111886086,RA-137020,Pending Receipt
111891509,RA-137027,Pending Receipt
111931465,RA-137093,Pending Receipt
