Internal ID,Transaction Number,Status
80451731,RA-70781,Pending Receipt
80467701,RA-70825,Pending Receipt
80627343,RA-71124,Pending Receipt
80847312,RA-71566,Pending Receipt
80918609,RA-71737,Pending Receipt
81225389,RA-72435,Pending Receipt
81473690,RA-72917,Pending Receipt
81800141,RA-73627,Pending Refund/Partially Received
81886639,RA-73769,Pending Receipt
81998043,RA-73972,Pending Refund/Partially Received
82000618,RA-73989,Pending Receipt
82001877,RA-74003,Pending Receipt
82023879,RA-74035,Pending Receipt
82070576,RA-74089,Pending Receipt
82139854,RA-74206,Pending Receipt
82164035,RA-74255,Pending Refund/Partially Received
