Internal ID,Transaction Number,Status
102260674,RA-112449,Pending Receipt
102617808,RA-113007,Pending Receipt
102649749,RA-113095,Pending Receipt
102800835,RA-113385,Pending Receipt
102895781,RA-113549,Pending Receipt
102920772,RA-113595,Pending Receipt
103154446,RA-114198,Pending Receipt
103155495,RA-114208,Pending Refund/Partially Received
103294831,RA-114598,Pending Receipt
103294832,RA-114599,Pending Receipt
103712938,RA-115194,Pending Receipt
103718531,RA-115276,Pending Receipt
103834440,RA-115555,Pending Receipt
103927870,RA-115883,Pending Receipt
103946441,RA-115986,Pending Refund/Partially Received
103978578,RA-116017,Pending Receipt
103979097,RA-116018,Pending Receipt
104020099,RA-116113,Pending Receipt
104121259,RA-116280,Pending Receipt
104239454,RA-116612,Pending Receipt
104242562,RA-116623,Pending Receipt
104277693,RA-116682,Pending Receipt
104288250,RA-116720,Pending Receipt
104390705,RA-116803,Pending Refund/Partially Received
104713279,RA-117495,Pending Refund/Partially Received
