Internal ID,Transaction Number,Status
99532535,RA-107091,Pending Receipt
99682803,RA-107492,Pending Receipt
99785283,RA-107803,Pending Receipt
99919836,RA-108055,Pending Receipt
100065919,RA-108290,Pending Receipt
100233621,RA-108614,Pending Receipt
100322680,RA-108829,Pending Receipt
100488610,RA-109169,Pending Receipt
100584371,RA-109320,Pending Receipt
100601048,RA-109387,Pending Receipt
100629996,RA-109435,Pending Receipt
100679579,RA-109529,Pending Receipt
100741850,RA-109619,Pending Receipt
100810319,RA-109832,Pending Receipt
101029441,RA-110205,Pending Receipt
101194785,RA-110487,Pending Receipt
101194910,RA-110490,Pending Receipt
101210654,RA-110577,Pending Receipt
101276720,RA-110686,Pending Receipt
101306807,RA-110731,Pending Receipt
101310648,RA-110743,Pending Receipt
101335675,RA-110838,Pending Receipt
101429478,RA-111013,Pending Receipt
101456335,RA-111064,Pending Receipt
101478603,RA-111085,Pending Receipt
101510384,RA-111143,Pending Receipt
101517150,RA-111162,Partially Received
101614983,RA-111248,Pending Receipt
101671527,RA-111323,Pending Receipt
101700792,RA-111374,Pending Receipt
101704803,RA-111400,Pending Receipt
101706387,RA-111410,Pending Receipt
101709547,RA-111422,Pending Receipt
101736029,RA-111452,Pending Receipt
101738037,RA-111457,Pending Receipt
101767585,RA-111524,Pending Receipt
101772867,RA-111542,Pending Receipt
