Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Home Gyms,CAM30483 icaswsf09,,8/5/2014,8/4/2014,1,Electronic - Short Form,Web
Bowflex Home Gyms,CAM45693 ICASESF14A,,8/9/2014,8/4/2014,1,Electronic - Short Form,Call Center Internal
Bowflex Revolution,CAM127 1800BOWFLEX_BFC,,8/8/2014,8/4/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Revolution,CAM128 1800BOWFLEX_CAB,,8/8/2014,8/4/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM26641 icawsinglelp,,8/5/2014,8/4/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,,8/5/2014,8/4/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM28364 icaw1sitecab,8/7/2014,8/7/2014,8/4/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,8/8/2014,8/8/2014,8/4/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,8/9/2014,8/9/2014,8/4/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,,8/9/2014,8/4/2014,1,Electronic - UnSourced,Web
Bowflex Revolution,CAM28364 icaw1sitecab,,8/9/2014,8/4/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,8/5/2014,8/5/2014,8/4/2014,4,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/5/2014,8/4/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/6/2014,8/4/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/7/2014,8/4/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/8/2014,8/4/2014,1,Electronic - UnSourced,Web
Bowflex Revolution,CAM40739 ICAWHOME,,8/8/2014,8/4/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,8/9/2014,8/9/2014,8/4/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/9/2014,8/4/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,,8/6/2014,8/4/2014,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,,8/7/2014,8/4/2014,2,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,8/5/2014,8/4/2014,2,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,8/6/2014,8/6/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,8/7/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,8/8/2014,8/8/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,8/9/2014,8/4/2014,1,Online Search,Web
Bowflex Revolution,CAM31268 icaosgcwgl1cab,,8/9/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,8/10/2014,8/10/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM37662 icaosgcwsl23,8/9/2014,8/9/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM37662 icaosgcwsl23,,8/10/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM37663 icaosgcwsl24,8/8/2014,8/8/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM39396 icaosgcwsl28,8/9/2014,8/9/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM39397 icaosgcwsl29,8/5/2014,8/5/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM39397 icaosgcwsl29,,8/8/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,8/5/2014,8/5/2014,8/4/2014,9,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,8/6/2014,8/6/2014,8/4/2014,5,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,,8/6/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,8/7/2014,8/7/2014,8/4/2014,4,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,8/8/2014,8/8/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,8/10/2014,8/8/2014,8/4/2014,1,Online Search,Web
Bowflex Home Gyms,CAM41258 icaosgcwsl30,8/10/2014,8/10/2014,8/4/2014,7,Online Search,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,8/8/2014,8/4/2014,2,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,8/12/2014,8/12/2014,8/11/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,,8/12/2014,8/11/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Revolution,CAM128 1800BOWFLEX_CAB,,8/12/2014,8/11/2014,2,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,,8/14/2014,8/11/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM128 1800BOWFLEX_CAB,,8/15/2014,8/11/2014,2,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM28343 icad1sitecas,,8/14/2014,8/11/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,8/13/2014,8/13/2014,8/11/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,,8/16/2014,8/11/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28364 icaw1sitecab,8/17/2014,8/17/2014,8/11/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/11/2014,8/11/2014,2,Electronic - UnSourced,Web
Bowflex Revolution,CAM40739 ICAWHOME,,8/11/2014,8/11/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,8/12/2014,8/12/2014,8/11/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,8/13/2014,8/13/2014,8/11/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/13/2014,8/11/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,8/14/2014,8/14/2014,8/11/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/14/2014,8/11/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/15/2014,8/11/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,8/16/2014,8/16/2014,8/11/2014,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,,8/16/2014,8/11/2014,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40739 ICAWHOME,8/17/2014,8/17/2014,8/11/2014,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM40758 ICADHOME,,8/14/2014,8/11/2014,1,Online,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,8/11/2014,8/11/2014,8/11/2014,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,,8/14/2014,8/11/2014,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,8/11/2014,8/11/2014,8/11/2014,2,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,8/12/2014,8/12/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,8/12/2014,8/11/2014,3,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,8/13/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,8/14/2014,8/14/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,8/14/2014,8/11/2014,3,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,8/15/2014,8/15/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,8/16/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM31268 icaosgcwgl1cab,,8/17/2014,8/11/2014,2,Online Search,Web
Bowflex Home Gyms,CAM31587 icaosgcdgl1cas,,8/17/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM37152 icaosbcgsl3,8/11/2014,8/11/2014,8/11/2014,1,Online Search,Web
Bowflex Revolution,CAM37152 icaosbcgsl3,,8/11/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM37658 icaosbcgsl5,8/17/2014,8/17/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM37662 icaosgcwsl23,8/17/2014,8/17/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM39396 icaosgcwsl28,8/11/2014,8/11/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM39396 icaosgcwsl28,8/13/2014,8/13/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM39396 icaosgcwsl28,8/17/2014,8/17/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM39397 icaosgcwsl29,8/12/2014,8/12/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM40991 icaosbcggl1cab,8/11/2014,8/11/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM40991 icaosbcggl1cab,8/22/2014,8/11/2014,8/11/2014,1,Online Search,Web
Bowflex Home Gyms,CAM40991 icaosbcggl1cab,8/13/2014,8/13/2014,8/11/2014,1,Online Search,Web
