27284228,,PO-11597,1,Prepaid IT Expenses,,1,1,12/10/2015,
27291361,CUS-17002833 SEARS ROEBUCK and CO. - Import,PO-11598,1,100338,,1,164,2/19/2016,
27292488,,PO-11599,1,8009024,,1,200,1/31/2016,
27333665,Receiver General,PO-11601,200,CA-E,,,-1,,
27333665,Minister of Finance BC,PO-11601,201,CA-E,,,-1,,
27338082,CUS-17002975 Sportsmith,PO-11602,1,001-7454,,1,40,3/19/2016,
27338082,CUS-17002975 Sportsmith,PO-11602,2,000-3302,,2,10,3/27/2016,
27338082,CUS-17002975 Sportsmith,PO-11602,3,10046,,3,5,3/12/2016,
27338082,CUS-17002975 Sportsmith,PO-11602,4,51075,,4,20,2/28/2016,
27338082,CUS-17002975 Sportsmith,PO-11602,5,000-5827,,5,10,3/17/2016,
27338082,CUS-17002975 Sportsmith,PO-11602,6,51350,,6,10,3/16/2016,
27338082,CUS-17002975 Sportsmith,PO-11602,7,51492,,7,5,3/29/2016,
27338082,CUS-17002975 Sportsmith,PO-11602,8,17077,,8,20,3/26/2016,
27338082,CUS-17002975 Sportsmith,PO-11602,9,000-3379,,9,30,3/30/2016,
27338082,CUS-17002975 Sportsmith,PO-11602,10,17074,,10,100,3/31/2016,
27338083,CUS-17002975 Sportsmith,PO-11603,1,004-9911,,1,10,3/8/2016,
27338083,CUS-17002975 Sportsmith,PO-11603,2,8002258,,2,10,4/3/2016,
27338083,CUS-17002975 Sportsmith,PO-11603,3,8002259,,3,10,3/7/2016,
27341277,Receiver General,PO-11604,42,CA-E,,,-1,,
27341277,Minister of Finance BC,PO-11604,43,CA-E,,,-1,,
27346087,,PO-11605,1,Prepaid Marketing Expenses,,1,2673,12/11/2015,
27346087,Receiver General,PO-11605,4,CA-E,,,-1,,
27346087,Minister of Finance BC,PO-11605,5,CA-E,,,-1,,
27346394,,PO-11606,1,Prepaid Marketing Expenses,,1,10500,12/11/2015,
27346394,Receiver General,PO-11606,4,CA-E,,,-1,,
27346394,Minister of Finance BC,PO-11606,5,CA-E,,,-1,,
27355215,,PO-11607,1,Packaging Supplies,,1,1,12/11/2015,
27355824,,PO-11608,1,Packaging Supplies,,1,1,12/11/2015,
27369084,Receiver General,PO-11610,221,CA-E,,,-1,,
27369084,Minister of Finance BC,PO-11610,222,CA-E,,,-1,,
27374283,Receiver General,PO-11611,25,CA-E,,,-1,,
27374283,Minister of Finance BC,PO-11611,26,CA-E,,,-1,,
27505303,Receiver General,PO-11612,35,CA-E,,,-1,,
27505303,Minister of Finance BC,PO-11612,36,CA-E,,,-1,,
27506010,Receiver General,PO-11613,14,CA-E,,,-1,,
27506010,Minister of Finance BC,PO-11613,15,CA-E,,,-1,,
27508261,,PO-11614,1,Certification,,1,1,12/14/2015,
27524331,,PO-11615,1,004-5562,,1,50,3/1/2016,
27524331,,PO-11615,2,004-5563,,2,50,3/1/2016,
27524331,,PO-11615,3,004-5564,,3,250,3/1/2016,
27548267,Receiver General,PO-11616,14,CA-E,,,-1,,
27548267,Minister of Finance BC,PO-11616,15,CA-E,,,-1,,
27549925,Receiver General,PO-11617,152,CA-E,,,-1,,
27549925,Minister of Finance BC,PO-11617,153,CA-E,,,-1,,
27554707,Receiver General,PO-11618,168,CA-E,,,-1,,
27554707,Minister of Finance BC,PO-11618,169,CA-E,,,-1,,
27562696,CUS-20517757 Spofact GbR,PO-11619,1,100395,,1,30,3/13/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,2,100396,,2,40,3/8/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,3,100398,,3,40,3/4/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,4,100399,,4,40,3/16/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,5,004-8046,,5,5,2/16/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,6,8006568,,6,5,2/28/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,7,8006567,,7,5,4/4/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,8,8006305,,8,5,5/1/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,9,8006269,,9,5,2/26/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,10,8006225,,10,6,3/13/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,11,8006224,,11,6,3/13/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,12,8006223,,12,6,2/29/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,13,8004786,,13,5,2/29/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,14,8003825,,14,5,3/8/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,15,8003761,,15,5,2/1/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,16,8003747,,16,5,3/31/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,17,8003744,,17,5,3/31/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,18,8003742,,18,5,3/15/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,19,8003740,,19,5,3/15/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,20,8003710,,20,6,4/9/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,21,8001563,,21,5,3/2/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,22,8001395,,22,5,3/4/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,23,8001394,,23,5,3/1/2016,
27562696,CUS-20517757 Spofact GbR,PO-11619,24,8001352,,24,5,3/7/2016,
27631186,Receiver General,PO-11620,189,CA-E,,,-1,,
27631186,Minister of Finance BC,PO-11620,190,CA-E,,,-1,,
27633243,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11621,1,001-4551,,1,390,3/14/2016,
27636093,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11622,1,100141,,1,263,3/1/2016,
27636094,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11624,1,001-4551,,1,390,3/14/2016,
27636294,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11623,1,100300,,1,1187,3/14/2016,
27641630,,PO-11625,1,100326,,1,7,12/20/2015,
27641630,Receiver General,PO-11625,26,CA-E,,,-1,,
27641630,Minister of Finance BC,PO-11625,27,CA-E,,,-1,,
27643148,Receiver General,PO-11626,18,CA-E,,,-1,,
27643148,Minister of Finance BC,PO-11626,19,CA-E,,,-1,,
27643352,Receiver General,PO-11627,18,CA-E,,,-1,,
27643352,Minister of Finance BC,PO-11627,19,CA-E,,,-1,,
27643760,Receiver General,PO-11628,21,CA-E,,,-1,,
27643760,Minister of Finance BC,PO-11628,22,CA-E,,,-1,,
27645068,Receiver General,PO-11629,14,CA-E,,,-1,,
27645068,Minister of Finance BC,PO-11629,15,CA-E,,,-1,,
27645069,Receiver General,PO-11630,14,CA-E,,,-1,,
27645069,Minister of Finance BC,PO-11630,15,CA-E,,,-1,,
27648659,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11631,1,140003,,1,537,3/14/2016,
27656899,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11632,1,8004600,,1,1,2/27/2016,
27656899,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11632,2,8002511,,2,1,2/27/2016,
27656899,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11632,3,8002458,,3,1,2/27/2016,
27656899,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11632,4,8004593,,4,1,2/27/2016,
27656899,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11632,5,8004550,,5,1,2/27/2016,
27656899,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11632,6,8004598,,6,1,2/27/2016,
27656899,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11632,7,8004552,,7,1,2/27/2016,
27656899,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11632,8,8004551,,8,1,2/27/2016,
27656899,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11632,9,8006063,,9,2,3/14/2016,
27664391,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11633,1,140004,,1,537,3/14/2016,
27664392,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11638,1,100393,,1,141,2/18/2016,
27665398,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11634,1,100391,,1,108,2/27/2016,
27666509,,PO-11635,1,Outside Call Center,,1,55000,12/15/2015,
27666612,,PO-11636,1,Outside Call Center,,1,15000,12/15/2015,
27666713,,PO-11637,1,100411,,1,2,12/15/2015,
27667016,,PO-11639,1,Outside Call Center,,1,40000,12/15/2015,
27668236,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11640,1,100390,,1,353,2/25/2016,
27670251,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11641,1,100326,,1,108,2/13/2016,
27670252,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11642,1,100337,,1,164,3/1/2016,
27670253,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11643,1,100337,,1,164,3/1/2016,
27670254,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11644,1,100337,,1,164,3/1/2016,
27670255,CUS-17000140 Amazon Parent : Amazon.Com- Import,PO-11645,1,100337,,1,164,3/1/2016,
27677274,,PO-11646,1,004-0636,,1,100000,12/15/2015,
27677274,,PO-11646,2,8000691,,2,100000,12/15/2015,
27677274,,PO-11646,3,8006062,,3,100000,12/15/2015,
27722787,,PO-11647,1,SAMPLES - ALL DEPARTMENTS,In Transit,1,4,1/2/2016,12/21/2015
27725817,Receiver General,PO-11648,112,CA-E,,,-1,,
27725817,Minister of Finance BC,PO-11648,113,CA-E,,,-1,,
27727559,,PO-11649,1,10293,,1,2000,2/1/2016,
27731027,Receiver General,PO-11650,49,CA-E,,,-1,,
27731027,Minister of Finance BC,PO-11650,50,CA-E,,,-1,,
27738892,,PO-11651,1,Prototypes - PD,,1,6,12/16/2015,
27738892,,PO-11651,2,Prototypes - PD,,2,3,12/16/2015,
27755270,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11652,1,100372,,1,69,3/23/2016,
27755270,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11652,2,8003892,,2,10,2/20/2016,
27755270,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11652,3,8000928,,3,3,3/21/2016,
27755270,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11652,4,8001273,,4,3,3/25/2016,
27755270,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11652,5,8001306,,5,3,3/25/2016,
27755270,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11652,6,8001311,,6,2,3/23/2016,
27755270,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11652,7,8001337,,7,3,3/23/2016,
27755270,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11652,8,8001348,,8,2,3/23/2016,
27755270,CUS-17000447 BodyPower Sports Plc (T.A. Fitness Superstore),PO-11652,9,8001371,,9,2,3/23/2016,
