Product Interest,Market Channel,Ad ID,Origin,Order Week Monday,Order Date,# of Kits,Value (Product + Shipping)
Bowflex Max Trainer,Electronic - Short Form,CAM45693 ICASESF14A,Web,1/26/2015,1/27/2015,5,6963.279
Bowflex Max Trainer,Electronic - UnSourced,CAM44626 1800BOWFLEX_BMT,Call Center Internal,1/26/2015,1/27/2015,2,2741.97
Bowflex Max Trainer,Electronic - UnSourced,CAM45699 SAWICAEEMAX,Call Center Internal,1/26/2015,1/27/2015,3,3838.219
Bowflex Max Trainer,Electronic - UnSourced,CAM45632 ICAEE1SITECMT,Web,1/26/2015,1/27/2015,1,1013.159
Bowflex Max Trainer,Online Display,CAM46534 ICAODAREDL1,Web,1/26/2015,1/27/2015,1,1454.075
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Call Center Internal,1/26/2015,1/27/2015,1,1013.159
Bowflex Max Trainer,Online Search,CAM45633 ICAOSGCEGL1CMT,Call Center Internal,1/26/2015,1/27/2015,1,1454.075
Bowflex Max Trainer,Online Search,CAM45690 SAWICAOSGCE,Call Center Internal,1/26/2015,1/27/2015,1,1370.985
Bowflex Max Trainer,Online Search,CAM45691 SAWICAOSBCE,Call Center Internal,1/26/2015,1/27/2015,1,913.159
Bowflex Max Trainer,Online Search,CAM45624 ICAOSGCESL2,Web,1/26/2015,1/27/2015,4,4410.462
Bowflex Max Trainer,Online Search,CAM45626 ICAOSGCEML2,Web,1/26/2015,1/27/2015,1,1454.075
Bowflex Max Trainer,Online Search,CAM45628 ICAOSBCESL2,Web,1/26/2015,1/27/2015,1,1604.075
Bowflex Max Trainer,Online Search,CAM45842 ICAOSGCESL9,Web,1/26/2015,1/27/2015,3,4279.135
Bowflex Max Trainer,Online Shopping,CAM45631 ICAOFG2EFEED1,Web,1/26/2015,1/27/2015,2,3058.15
Bowflex Max Trainer,Un-Sourced,CAM45327 1800MAXTRAINER,Call Center Internal,1/26/2015,1/27/2015,6,8117.354
Bowflex Max Trainer,Electronic - Short Form,CAM45693 ICASESF14A,Call Center Internal,1/26/2015,1/28/2015,2,2467.234
