Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Treadclimber,CAM30462 SAWGETATCCA,9/7/2014,9/7/2014,9/1/2014,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM30971 icastsf09buytc,9/4/2014,9/4/2014,9/1/2014,8,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,,9/4/2014,9/1/2014,2,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,9/5/2014,9/5/2014,9/1/2014,7,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,9/6/2014,9/6/2014,9/1/2014,25,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,10/7/2014,9/6/2014,9/1/2014,1,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,9/7/2014,9/7/2014,9/1/2014,30,Electronic - Short Form,Web
Treadclimber,CAM30971 icastsf09buytc,9/21/2014,9/7/2014,9/1/2014,1,Electronic - Short Form,Web
Treadclimber,CAM37204 icastsf12b,9/4/2014,9/4/2014,9/1/2014,21,Electronic - Short Form,Web
Treadclimber,CAM37204 icastsf12b,,9/4/2014,9/1/2014,2,Electronic - Short Form,Web
Treadclimber,CAM37204 icastsf12b,9/5/2014,9/5/2014,9/1/2014,21,Electronic - Short Form,Web
Treadclimber,CAM37204 icastsf12b,9/6/2014,9/6/2014,9/1/2014,42,Electronic - Short Form,Web
Treadclimber,CAM37204 icastsf12b,9/7/2014,9/7/2014,9/1/2014,85,Electronic - Short Form,Web
Treadclimber,CAM37204 icastsf12b,9/21/2014,9/7/2014,9/1/2014,1,Electronic - Short Form,Web
Treadclimber,CAM37204 icastsf12b,,9/7/2014,9/1/2014,1,Electronic - Short Form,Web
Treadclimber,CAM132 1800BOWFLEX_CAT,,9/5/2014,9/1/2014,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM132 1800BOWFLEX_CAT,,9/6/2014,9/1/2014,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM132 1800BOWFLEX_CAT,9/7/2014,9/7/2014,9/1/2014,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,9/5/2014,9/5/2014,9/1/2014,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,,9/5/2014,9/1/2014,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM28491 icat1sitecat,9/4/2014,9/4/2014,9/1/2014,2,Electronic - UnSourced,Web
Treadclimber,CAM28491 icat1sitecat,,9/5/2014,9/1/2014,2,Electronic - UnSourced,Web
