Product Interest,Ad ID,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex UpperCut,CAM18438 Bowflex-Catalog,,11/21/2014,11/17/2014,1,Catalog,Call Center Internal
Bowflex UpperCut,CAM46149 DCBHOMEHOL14,,11/22/2014,11/17/2014,1,Catalog,Web
Bowflex UpperCut,CAM46149 DCBHOMEHOL14,,11/23/2014,11/17/2014,1,Catalog,Web
Bowflex UpperCut,CAM44215 SAWDSEESF14A,,11/19/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex UpperCut,CAM44215 SAWDSEESF14A,,11/20/2014,11/17/2014,1,Electronic - Short Form,Call Center Internal
Bowflex UpperCut,CAM127 1800BOWFLEX_BFC,,11/18/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex UpperCut,CAM127 1800BOWFLEX_BFC,,11/20/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex UpperCut,CAM127 1800BOWFLEX_BFC,,11/21/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex UpperCut,CAM133 1800BOWFLEX_TRC,,11/18/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex UpperCut,CAM133 1800BOWFLEX_TRC,,11/23/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex UpperCut,CAM38393 degxupc,,11/18/2014,11/17/2014,4,Electronic - UnSourced,Web
Bowflex UpperCut,CAM38393 degxupc,,11/19/2014,11/17/2014,2,Electronic - UnSourced,Web
Bowflex UpperCut,CAM38393 degxupc,,11/20/2014,11/17/2014,2,Electronic - UnSourced,Web
Bowflex UpperCut,CAM38393 degxupc,,11/21/2014,11/17/2014,2,Electronic - UnSourced,Web
Bowflex UpperCut,CAM38393 degxupc,,11/23/2014,11/17/2014,9,Electronic - UnSourced,Web
Bowflex UpperCut,CAM38489 SAWDEGXUPC,11/18/2014,11/18/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
Bowflex UpperCut,CAM38489 SAWDEGXUPC,,11/18/2014,11/17/2014,3,Electronic - UnSourced,Call Center Internal
Bowflex UpperCut,CAM38489 SAWDEGXUPC,11/19/2014,11/19/2014,11/17/2014,1,Electronic - UnSourced,Call Center Internal
